"ID","Decade","Application period","Application method","Crop","Crop height (cm)","Incorporation","Manure source","Manure DM (%)","Manure pH","Manure treatment","Air temperature (deg. C)","Wind speed (m/s)","Rainfall rate (mm/h)","Emission factor (% of applied TAN)"
"292-1990",1990,"Summer","Trailing hose","None",0,"Shallow 24 hr","Digestate",5.1,7.9,"None",16.4,3.18,0.09,24
"293-1990",1990,"Summer","Trailing hose","None",0,"Shallow 12 hr","Digestate",5.1,7.9,"None",16.4,3.18,0.09,24
"294-1990",1990,"Summer","Trailing hose","None",0,"Shallow 6 hr","Digestate",5.1,7.9,"None",16.4,3.18,0.09,23
"295-1990",1990,"Summer","Trailing hose","None",0,"Shallow 4 hr","Digestate",5.1,7.9,"None",16.4,3.18,0.09,22
"095-1990",1990,"Summer","Trailing hose","None",0,"Deep 24 hr","Digestate",5.1,7.9,"None",16.4,3.18,0.09,23
"096-1990",1990,"Summer","Trailing hose","None",0,"Deep 12 hr","Digestate",5.1,7.9,"None",16.4,3.18,0.09,22
"097-1990",1990,"Summer","Trailing hose","None",0,"Deep 6 hr","Digestate",5.1,7.9,"None",16.4,3.18,0.09,21
"098-1990",1990,"Summer","Trailing hose","None",0,"Deep 4 hr","Digestate",5.1,7.9,"None",16.4,3.18,0.09,20
"006-1990",1990,"Summer, before winter rapeseed","Closed slot injection","None",0,"Not relevant","Cattle",7,7,"None",17.4,3.1,0.09,1.6
"043-1990",1990,"Summer, before winter rapeseed","Closed slot injection","None",0,"Not relevant","Pig",3.7,7.2,"None",17.4,3.1,0.09,1.8
"080-1990",1990,"Summer, before winter rapeseed","Closed slot injection","None",0,"Not relevant","Digestate",5.1,7.9,"None",17.4,3.1,0.09,2.6
"005-1990",1990,"Summer, grass","Open slot injection","Grass",10,"Not relevant","Cattle",7,7,"None",15.3,3.25,0.09,16
"042-1990",1990,"Summer, grass","Open slot injection","Grass",10,"Not relevant","Pig",3.7,7.2,"None",15.3,3.25,0.09,9.9
"079-1990",1990,"Summer, grass","Open slot injection","Grass",10,"Not relevant","Digestate",5.1,7.9,"None",15.3,3.25,0.09,17
"034-1990",1990,"Late summer-autumn","Broadcast","Grass",10,"None","Cattle",7,7,"None",16.1,3.18,0.09,51
"037-1990",1990,"Late summer-autumn","Broadcast","None",0,"None","Cattle",7,7,"None",16.1,3.18,0.09,51
"262-1990",1990,"Late summer-autumn","Broadcast","None",0,"Shallow < 12 hr","Cattle",7,7,"None",16.1,3.18,0.09,41
"263-1990",1990,"Late summer-autumn","Broadcast","None",0,"Shallow > 12 hr","Cattle",7,7,"None",16.1,3.18,0.09,41
"035-1990",1990,"Late summer-autumn","Broadcast","None",0,"Deep < 12 hr","Cattle",7,7,"None",16.1,3.18,0.09,38
"036-1990",1990,"Late summer-autumn","Broadcast","None",0,"Deep > 12 hr","Cattle",7,7,"None",16.1,3.18,0.09,38
"071-1990",1990,"Late summer-autumn","Broadcast","Grass",10,"None","Pig",3.7,7.2,"None",16.1,3.18,0.09,32
"074-1990",1990,"Late summer-autumn","Broadcast","None",0,"None","Pig",3.7,7.2,"None",16.1,3.18,0.09,32
"282-1990",1990,"Late summer-autumn","Broadcast","None",0,"Shallow < 12 hr","Pig",3.7,7.2,"None",16.1,3.18,0.09,16
"283-1990",1990,"Late summer-autumn","Broadcast","None",0,"Shallow > 12 hr","Pig",3.7,7.2,"None",16.1,3.18,0.09,16
"072-1990",1990,"Late summer-autumn","Broadcast","None",0,"Deep < 12 hr","Pig",3.7,7.2,"None",16.1,3.18,0.09,11
"073-1990",1990,"Late summer-autumn","Broadcast","None",0,"Deep > 12 hr","Pig",3.7,7.2,"None",16.1,3.18,0.09,11
"108-1990",1990,"Late summer-autumn","Broadcast","Grass",10,"None","Digestate",5.1,7.9,"None",16.1,3.18,0.09,50
"111-1990",1990,"Late summer-autumn","Broadcast","None",0,"None","Digestate",5.1,7.9,"None",16.1,3.18,0.09,50
"302-1990",1990,"Late summer-autumn","Broadcast","None",0,"Shallow < 12 hr","Digestate",5.1,7.9,"None",16.1,3.18,0.09,32
"303-1990",1990,"Late summer-autumn","Broadcast","None",0,"Shallow > 12 hr","Digestate",5.1,7.9,"None",16.1,3.18,0.09,32
"109-1990",1990,"Late summer-autumn","Broadcast","None",0,"Deep < 12 hr","Digestate",5.1,7.9,"None",16.1,3.18,0.09,26
"110-1990",1990,"Late summer-autumn","Broadcast","None",0,"Deep > 12 hr","Digestate",5.1,7.9,"None",16.1,3.18,0.09,26
"025-1990",1990,"Autumn","Trailing hose","Grass",15,"None","Cattle",7,7,"None",13.7,3.33,0.09,33
"256-1990",1990,"Autumn","Trailing hose","None",0,"Shallow 24 hr","Cattle",7,7,"None",13.7,3.33,0.09,26
"257-1990",1990,"Autumn","Trailing hose","None",0,"Shallow 12 hr","Cattle",7,7,"None",13.7,3.33,0.09,21
"258-1990",1990,"Autumn","Trailing hose","None",0,"Shallow 6 hr","Cattle",7,7,"None",13.7,3.33,0.09,17
"259-1990",1990,"Autumn","Trailing hose","None",0,"Shallow 4 hr","Cattle",7,7,"None",13.7,3.33,0.09,15
"026-1990",1990,"Autumn","Trailing hose","None",0,"Deep 24 hr","Cattle",7,7,"None",13.7,3.33,0.09,24
"027-1990",1990,"Autumn","Trailing hose","None",0,"Deep 12 hr","Cattle",7,7,"None",13.7,3.33,0.09,17
"028-1990",1990,"Autumn","Trailing hose","None",0,"Deep 6 hr","Cattle",7,7,"None",13.7,3.33,0.09,11
"029-1990",1990,"Autumn","Trailing hose","None",0,"Deep 4 hr","Cattle",7,7,"None",13.7,3.33,0.09,8
"062-1990",1990,"Autumn","Trailing hose","Grass",15,"None","Pig",3.7,7.2,"None",13.7,3.33,0.09,15
"276-1990",1990,"Autumn","Trailing hose","None",0,"Shallow 24 hr","Pig",3.7,7.2,"None",13.7,3.33,0.09,10
"277-1990",1990,"Autumn","Trailing hose","None",0,"Shallow 12 hr","Pig",3.7,7.2,"None",13.7,3.33,0.09,9.4
"278-1990",1990,"Autumn","Trailing hose","None",0,"Shallow 6 hr","Pig",3.7,7.2,"None",13.7,3.33,0.09,8.3
"279-1990",1990,"Autumn","Trailing hose","None",0,"Shallow 4 hr","Pig",3.7,7.2,"None",13.7,3.33,0.09,7.4
"063-1990",1990,"Autumn","Trailing hose","None",0,"Deep 24 hr","Pig",3.7,7.2,"None",13.7,3.33,0.09,8.8
"064-1990",1990,"Autumn","Trailing hose","None",0,"Deep 12 hr","Pig",3.7,7.2,"None",13.7,3.33,0.09,7.8
"065-1990",1990,"Autumn","Trailing hose","None",0,"Deep 6 hr","Pig",3.7,7.2,"None",13.7,3.33,0.09,6.2
"066-1990",1990,"Autumn","Trailing hose","None",0,"Deep 4 hr","Pig",3.7,7.2,"None",13.7,3.33,0.09,5.1
"099-1990",1990,"Autumn","Trailing hose","Grass",15,"None","Digestate",5.1,7.9,"None",13.7,3.33,0.09,30
"296-1990",1990,"Autumn","Trailing hose","None",0,"Shallow 24 hr","Digestate",5.1,7.9,"None",13.7,3.33,0.09,24
"297-1990",1990,"Autumn","Trailing hose","None",0,"Shallow 12 hr","Digestate",5.1,7.9,"None",13.7,3.33,0.09,23
"298-1990",1990,"Autumn","Trailing hose","None",0,"Shallow 6 hr","Digestate",5.1,7.9,"None",13.7,3.33,0.09,22
"299-1990",1990,"Autumn","Trailing hose","None",0,"Shallow 4 hr","Digestate",5.1,7.9,"None",13.7,3.33,0.09,20
"100-1990",1990,"Autumn","Trailing hose","None",0,"Deep 24 hr","Digestate",5.1,7.9,"None",13.7,3.33,0.09,22
"101-1990",1990,"Autumn","Trailing hose","None",0,"Deep 12 hr","Digestate",5.1,7.9,"None",13.7,3.33,0.09,22
"102-1990",1990,"Autumn","Trailing hose","None",0,"Deep 6 hr","Digestate",5.1,7.9,"None",13.7,3.33,0.09,20
"103-1990",1990,"Autumn","Trailing hose","None",0,"Deep 4 hr","Digestate",5.1,7.9,"None",13.7,3.33,0.09,17
"007-1990",1990,"Autumn","Open slot injection","Grass",10,"Not relevant","Cattle",7,7,"None",13.7,3.33,0.09,16
"044-1990",1990,"Autumn","Open slot injection","Grass",10,"Not relevant","Pig",3.7,7.2,"None",13.7,3.33,0.09,9.8
"081-1990",1990,"Autumn","Open slot injection","Grass",10,"Not relevant","Digestate",5.1,7.9,"None",13.7,3.33,0.09,17
"008-1990",1990,"Autumn","Closed slot injection","None",0,"Not relevant","Cattle",7,7,"None",13.7,3.33,0.09,1.6
"045-1990",1990,"Autumn","Closed slot injection","None",0,"Not relevant","Pig",3.7,7.2,"None",13.7,3.33,0.09,1.8
"082-1990",1990,"Autumn","Closed slot injection","None",0,"Not relevant","Digestate",5.1,7.9,"None",13.7,3.33,0.09,2.6
"032-1990",1990,"Winter-spring","Broadcast","None",0,"None","Cattle",7,7,"None",11.3,3.59,0.09,50
"260-1990",1990,"Winter-spring","Broadcast","None",0,"Shallow < 12 hr","Cattle",7,7,"None",11.3,3.59,0.09,39
"261-1990",1990,"Winter-spring","Broadcast","None",0,"Shallow > 12 hr","Cattle",7,7,"None",11.3,3.59,0.09,39
"030-1990",1990,"Winter-spring","Broadcast","None",0,"Deep < 12 hr","Cattle",7,7,"None",11.3,3.59,0.09,35
"031-1990",1990,"Winter-spring","Broadcast","None",0,"Deep > 12 hr","Cattle",7,7,"None",11.3,3.59,0.09,35
"069-1990",1990,"Winter-spring","Broadcast","None",0,"None","Pig",3.7,7.2,"None",11.3,3.59,0.09,32
"280-1990",1990,"Winter-spring","Broadcast","None",0,"Shallow < 12 hr","Pig",3.7,7.2,"None",11.3,3.59,0.09,16
"281-1990",1990,"Winter-spring","Broadcast","None",0,"Shallow > 12 hr","Pig",3.7,7.2,"None",11.3,3.59,0.09,16
"067-1990",1990,"Winter-spring","Broadcast","None",0,"Deep < 12 hr","Pig",3.7,7.2,"None",11.3,3.59,0.09,11
"068-1990",1990,"Winter-spring","Broadcast","None",0,"Deep > 12 hr","Pig",3.7,7.2,"None",11.3,3.59,0.09,11
"106-1990",1990,"Winter-spring","Broadcast","None",0,"None","Digestate",5.1,7.9,"None",11.3,3.59,0.09,50
"300-1990",1990,"Winter-spring","Broadcast","None",0,"Shallow < 12 hr","Digestate",5.1,7.9,"None",11.3,3.59,0.09,32
"301-1990",1990,"Winter-spring","Broadcast","None",0,"Shallow > 12 hr","Digestate",5.1,7.9,"None",11.3,3.59,0.09,32
"104-1990",1990,"Winter-spring","Broadcast","None",0,"Deep < 12 hr","Digestate",5.1,7.9,"None",11.3,3.59,0.09,25
"105-1990",1990,"Winter-spring","Broadcast","None",0,"Deep > 12 hr","Digestate",5.1,7.9,"None",11.3,3.59,0.09,25
"017-1980",1980,"March","Trailing hose","Winter cereal",15,"None","Cattle",7.3,7,"None",3.3,4.37,0.09,22
"244-1980",1980,"March","Trailing hose","None",0,"Shallow 24 hr","Cattle",7.3,7,"None",3.3,4.37,0.09,13
"245-1980",1980,"March","Trailing hose","None",0,"Shallow 12 hr","Cattle",7.3,7,"None",3.3,4.37,0.09,10
"246-1980",1980,"March","Trailing hose","None",0,"Shallow 6 hr","Cattle",7.3,7,"None",3.3,4.37,0.09,8.3
"247-1980",1980,"March","Trailing hose","None",0,"Shallow 4 hr","Cattle",7.3,7,"None",3.3,4.37,0.09,7.7
"009-1980",1980,"March","Trailing hose","None",0,"Deep 24 hr","Cattle",7.3,7,"None",3.3,4.37,0.09,9.5
"010-1980",1980,"March","Trailing hose","None",0,"Deep 12 hr","Cattle",7.3,7,"None",3.3,4.37,0.09,5.8
"011-1980",1980,"March","Trailing hose","None",0,"Deep 6 hr","Cattle",7.3,7,"None",3.3,4.37,0.09,3.5
"012-1980",1980,"March","Trailing hose","None",0,"Deep 4 hr","Cattle",7.3,7,"None",3.3,4.37,0.09,2.7
"054-1980",1980,"March","Trailing hose","Winter cereal",15,"None","Pig",3.2,7.2,"None",3.3,4.37,0.09,13
"264-1980",1980,"March","Trailing hose","None",0,"Shallow 24 hr","Pig",3.2,7.2,"None",3.3,4.37,0.09,7.5
"265-1980",1980,"March","Trailing hose","None",0,"Shallow 12 hr","Pig",3.2,7.2,"None",3.3,4.37,0.09,6.2
"266-1980",1980,"March","Trailing hose","None",0,"Shallow 6 hr","Pig",3.2,7.2,"None",3.3,4.37,0.09,5.2
"267-1980",1980,"March","Trailing hose","None",0,"Shallow 4 hr","Pig",3.2,7.2,"None",3.3,4.37,0.09,4.7
"046-1980",1980,"March","Trailing hose","None",0,"Deep 24 hr","Pig",3.2,7.2,"None",3.3,4.37,0.09,5.9
"047-1980",1980,"March","Trailing hose","None",0,"Deep 12 hr","Pig",3.2,7.2,"None",3.3,4.37,0.09,4.2
"048-1980",1980,"March","Trailing hose","None",0,"Deep 6 hr","Pig",3.2,7.2,"None",3.3,4.37,0.09,2.7
"049-1980",1980,"March","Trailing hose","None",0,"Deep 4 hr","Pig",3.2,7.2,"None",3.3,4.37,0.09,2.1
"091-1980",1980,"March","Trailing hose","Winter cereal",15,"None","Digestate",5.1,7.9,"None",3.3,4.37,0.09,28
"284-1980",1980,"March","Trailing hose","None",0,"Shallow 24 hr","Digestate",5.1,7.9,"None",3.3,4.37,0.09,21
"285-1980",1980,"March","Trailing hose","None",0,"Shallow 12 hr","Digestate",5.1,7.9,"None",3.3,4.37,0.09,18
"286-1980",1980,"March","Trailing hose","None",0,"Shallow 6 hr","Digestate",5.1,7.9,"None",3.3,4.37,0.09,15
"287-1980",1980,"March","Trailing hose","None",0,"Shallow 4 hr","Digestate",5.1,7.9,"None",3.3,4.37,0.09,13
"083-1980",1980,"March","Trailing hose","None",0,"Deep 24 hr","Digestate",5.1,7.9,"None",3.3,4.37,0.09,19
"084-1980",1980,"March","Trailing hose","None",0,"Deep 12 hr","Digestate",5.1,7.9,"None",3.3,4.37,0.09,15
"085-1980",1980,"March","Trailing hose","None",0,"Deep 6 hr","Digestate",5.1,7.9,"None",3.3,4.37,0.09,10
"086-1980",1980,"March","Trailing hose","None",0,"Deep 4 hr","Digestate",5.1,7.9,"None",3.3,4.37,0.09,7.8
"003-1980",1980,"March","Open slot injection","Grass",10,"Not relevant","Cattle",7.3,7,"None",3.3,4.37,0.09,12
"040-1980",1980,"March","Open slot injection","Grass",10,"Not relevant","Pig",3.2,7.2,"None",3.3,4.37,0.09,9.3
"077-1980",1980,"March","Open slot injection","Grass",10,"Not relevant","Digestate",5.1,7.9,"None",3.3,4.37,0.09,16
"001-1980",1980,"March","Closed slot injection","None",0,"Not relevant","Cattle",7.3,7,"None",3.3,4.37,0.09,1.6
"038-1980",1980,"March","Closed slot injection","None",0,"Not relevant","Pig",3.2,7.2,"None",3.3,4.37,0.09,1.8
"075-1980",1980,"March","Closed slot injection","None",0,"Not relevant","Digestate",5.1,7.9,"None",3.3,4.37,0.09,2.6
"018-1980",1980,"April","Trailing hose","Winter cereal",25,"None","Cattle",7.3,7,"None",6.8,3.79,0.09,26
"248-1980",1980,"April","Trailing hose","None",0,"Shallow 24 hr","Cattle",7.3,7,"None",6.8,3.79,0.09,16
"249-1980",1980,"April","Trailing hose","None",0,"Shallow 12 hr","Cattle",7.3,7,"None",6.8,3.79,0.09,13
"250-1980",1980,"April","Trailing hose","None",0,"Shallow 6 hr","Cattle",7.3,7,"None",6.8,3.79,0.09,10
"251-1980",1980,"April","Trailing hose","None",0,"Shallow 4 hr","Cattle",7.3,7,"None",6.8,3.79,0.09,9.4
"013-1980",1980,"April","Trailing hose","None",0,"Deep 24 hr","Cattle",7.3,7,"None",6.8,3.79,0.09,13
"014-1980",1980,"April","Trailing hose","None",0,"Deep 12 hr","Cattle",7.3,7,"None",6.8,3.79,0.09,8
"015-1980",1980,"April","Trailing hose","None",0,"Deep 6 hr","Cattle",7.3,7,"None",6.8,3.79,0.09,4.8
"016-1980",1980,"April","Trailing hose","None",0,"Deep 4 hr","Cattle",7.3,7,"None",6.8,3.79,0.09,3.6
"055-1980",1980,"April","Trailing hose","Winter cereal",25,"None","Pig",3.2,7.2,"None",6.8,3.79,0.09,13
"268-1980",1980,"April","Trailing hose","None",0,"Shallow 24 hr","Pig",3.2,7.2,"None",6.8,3.79,0.09,8.1
"269-1980",1980,"April","Trailing hose","None",0,"Shallow 12 hr","Pig",3.2,7.2,"None",6.8,3.79,0.09,7
"270-1980",1980,"April","Trailing hose","None",0,"Shallow 6 hr","Pig",3.2,7.2,"None",6.8,3.79,0.09,5.8
"271-1980",1980,"April","Trailing hose","None",0,"Shallow 4 hr","Pig",3.2,7.2,"None",6.8,3.79,0.09,5.2
"050-1980",1980,"April","Trailing hose","None",0,"Deep 24 hr","Pig",3.2,7.2,"None",6.8,3.79,0.09,6.6
"051-1980",1980,"April","Trailing hose","None",0,"Deep 12 hr","Pig",3.2,7.2,"None",6.8,3.79,0.09,5
"052-1980",1980,"April","Trailing hose","None",0,"Deep 6 hr","Pig",3.2,7.2,"None",6.8,3.79,0.09,3.4
"053-1980",1980,"April","Trailing hose","None",0,"Deep 4 hr","Pig",3.2,7.2,"None",6.8,3.79,0.09,2.7
"092-1980",1980,"April","Trailing hose","Winter cereal",25,"None","Digestate",5.1,7.9,"None",6.8,3.79,0.09,29
"288-1980",1980,"April","Trailing hose","None",0,"Shallow 24 hr","Digestate",5.1,7.9,"None",6.8,3.79,0.09,22
"289-1980",1980,"April","Trailing hose","None",0,"Shallow 12 hr","Digestate",5.1,7.9,"None",6.8,3.79,0.09,20
"290-1980",1980,"April","Trailing hose","None",0,"Shallow 6 hr","Digestate",5.1,7.9,"None",6.8,3.79,0.09,17
"291-1980",1980,"April","Trailing hose","None",0,"Shallow 4 hr","Digestate",5.1,7.9,"None",6.8,3.79,0.09,15
"087-1980",1980,"April","Trailing hose","None",0,"Deep 24 hr","Digestate",5.1,7.9,"None",6.8,3.79,0.09,21
"088-1980",1980,"April","Trailing hose","None",0,"Deep 12 hr","Digestate",5.1,7.9,"None",6.8,3.79,0.09,18
"089-1980",1980,"April","Trailing hose","None",0,"Deep 6 hr","Digestate",5.1,7.9,"None",6.8,3.79,0.09,13
"090-1980",1980,"April","Trailing hose","None",0,"Deep 4 hr","Digestate",5.1,7.9,"None",6.8,3.79,0.09,10
"004-1980",1980,"April","Open slot injection","Grass",10,"Not relevant","Cattle",7.3,7,"None",6.8,3.79,0.09,14
"041-1980",1980,"April","Open slot injection","Grass",10,"Not relevant","Pig",3.2,7.2,"None",6.8,3.79,0.09,9.4
"078-1980",1980,"April","Open slot injection","Grass",10,"Not relevant","Digestate",5.1,7.9,"None",6.8,3.79,0.09,17
"002-1980",1980,"April","Closed slot injection","None",0,"Not relevant","Cattle",7.3,7,"None",6.8,3.79,0.09,1.6
"039-1980",1980,"April","Closed slot injection","None",0,"Not relevant","Pig",3.2,7.2,"None",6.8,3.79,0.09,1.8
"076-1980",1980,"April","Closed slot injection","None",0,"Not relevant","Digestate",5.1,7.9,"None",6.8,3.79,0.09,2.6
"019-1980",1980,"May","Trailing hose","Spring cereal",15,"None","Cattle",7.3,7,"None",12,3.68,0.09,33
"056-1980",1980,"May","Trailing hose","Spring cereal",15,"None","Pig",3.2,7.2,"None",12,3.68,0.09,14
"093-1980",1980,"May","Trailing hose","Spring cereal",15,"None","Digestate",5.1,7.9,"None",12,3.68,0.09,30
"033-1980",1980,"Spring-summer","Broadcast","Cereal and grass",15,"None","Cattle",7.3,7,"None",13.1,3.4,0.09,52
"070-1980",1980,"Spring-summer","Broadcast","Cereal and grass",15,"None","Pig",3.2,7.2,"None",13.1,3.4,0.09,31
"107-1980",1980,"Spring-summer","Broadcast","Cereal and grass",15,"None","Digestate",5.1,7.9,"None",13.1,3.4,0.09,50
"020-1980",1980,"Summer","Trailing hose","Grass",10,"None","Cattle",7.3,7,"None",15.6,3.18,0.09,36
"252-1980",1980,"Summer","Trailing hose","None",0,"Shallow 24 hr","Cattle",7.3,7,"None",15.6,3.18,0.09,30
"253-1980",1980,"Summer","Trailing hose","None",0,"Shallow 12 hr","Cattle",7.3,7,"None",15.6,3.18,0.09,25
"254-1980",1980,"Summer","Trailing hose","None",0,"Shallow 6 hr","Cattle",7.3,7,"None",15.6,3.18,0.09,19
"255-1980",1980,"Summer","Trailing hose","None",0,"Shallow 4 hr","Cattle",7.3,7,"None",15.6,3.18,0.09,17
"021-1980",1980,"Summer","Trailing hose","None",0,"Deep 24 hr","Cattle",7.3,7,"None",15.6,3.18,0.09,28
"022-1980",1980,"Summer","Trailing hose","None",0,"Deep 12 hr","Cattle",7.3,7,"None",15.6,3.18,0.09,20
"023-1980",1980,"Summer","Trailing hose","None",0,"Deep 6 hr","Cattle",7.3,7,"None",15.6,3.18,0.09,13
"024-1980",1980,"Summer","Trailing hose","None",0,"Deep 4 hr","Cattle",7.3,7,"None",15.6,3.18,0.09,9.8
"057-1980",1980,"Summer","Trailing hose","Grass",10,"None","Pig",3.2,7.2,"None",15.6,3.18,0.09,14
"272-1980",1980,"Summer","Trailing hose","None",0,"Shallow 24 hr","Pig",3.2,7.2,"None",15.6,3.18,0.09,9.1
"273-1980",1980,"Summer","Trailing hose","None",0,"Shallow 12 hr","Pig",3.2,7.2,"None",15.6,3.18,0.09,8.6
"274-1980",1980,"Summer","Trailing hose","None",0,"Shallow 6 hr","Pig",3.2,7.2,"None",15.6,3.18,0.09,8
"275-1980",1980,"Summer","Trailing hose","None",0,"Shallow 4 hr","Pig",3.2,7.2,"None",15.6,3.18,0.09,7.3
"058-1980",1980,"Summer","Trailing hose","None",0,"Deep 24 hr","Pig",3.2,7.2,"None",15.6,3.18,0.09,7.7
"059-1980",1980,"Summer","Trailing hose","None",0,"Deep 12 hr","Pig",3.2,7.2,"None",15.6,3.18,0.09,7.1
"060-1980",1980,"Summer","Trailing hose","None",0,"Deep 6 hr","Pig",3.2,7.2,"None",15.6,3.18,0.09,6.2
"061-1980",1980,"Summer","Trailing hose","None",0,"Deep 4 hr","Pig",3.2,7.2,"None",15.6,3.18,0.09,5.3
"094-1980",1980,"Summer","Trailing hose","Grass",10,"None","Digestate",5.1,7.9,"None",15.6,3.18,0.09,30
"292-1980",1980,"Summer","Trailing hose","None",0,"Shallow 24 hr","Digestate",5.1,7.9,"None",15.6,3.18,0.09,24
"293-1980",1980,"Summer","Trailing hose","None",0,"Shallow 12 hr","Digestate",5.1,7.9,"None",15.6,3.18,0.09,24
"294-1980",1980,"Summer","Trailing hose","None",0,"Shallow 6 hr","Digestate",5.1,7.9,"None",15.6,3.18,0.09,23
"295-1980",1980,"Summer","Trailing hose","None",0,"Shallow 4 hr","Digestate",5.1,7.9,"None",15.6,3.18,0.09,22
"095-1980",1980,"Summer","Trailing hose","None",0,"Deep 24 hr","Digestate",5.1,7.9,"None",15.6,3.18,0.09,23
"096-1980",1980,"Summer","Trailing hose","None",0,"Deep 12 hr","Digestate",5.1,7.9,"None",15.6,3.18,0.09,22
"097-1980",1980,"Summer","Trailing hose","None",0,"Deep 6 hr","Digestate",5.1,7.9,"None",15.6,3.18,0.09,21
"098-1980",1980,"Summer","Trailing hose","None",0,"Deep 4 hr","Digestate",5.1,7.9,"None",15.6,3.18,0.09,19
"006-1980",1980,"Summer, before winter rapeseed","Closed slot injection","None",0,"Not relevant","Cattle",7.3,7,"None",16,3.39,0.09,1.6
"043-1980",1980,"Summer, before winter rapeseed","Closed slot injection","None",0,"Not relevant","Pig",3.2,7.2,"None",16,3.39,0.09,1.8
"080-1980",1980,"Summer, before winter rapeseed","Closed slot injection","None",0,"Not relevant","Digestate",5.1,7.9,"None",16,3.39,0.09,2.6
"005-1980",1980,"Summer, grass","Open slot injection","Grass",10,"Not relevant","Cattle",7.3,7,"None",14.7,3.31,0.09,17
"042-1980",1980,"Summer, grass","Open slot injection","Grass",10,"Not relevant","Pig",3.2,7.2,"None",14.7,3.31,0.09,9.6
"079-1980",1980,"Summer, grass","Open slot injection","Grass",10,"Not relevant","Digestate",5.1,7.9,"None",14.7,3.31,0.09,17
"034-1980",1980,"Late summer-autumn","Broadcast","Grass",10,"None","Cattle",7.3,7,"None",15.2,3.41,0.09,53
"037-1980",1980,"Late summer-autumn","Broadcast","None",0,"None","Cattle",7.3,7,"None",15.2,3.41,0.09,53
"262-1980",1980,"Late summer-autumn","Broadcast","None",0,"Shallow < 12 hr","Cattle",7.3,7,"None",15.2,3.41,0.09,43
"263-1980",1980,"Late summer-autumn","Broadcast","None",0,"Shallow > 12 hr","Cattle",7.3,7,"None",15.2,3.41,0.09,43
"035-1980",1980,"Late summer-autumn","Broadcast","None",0,"Deep < 12 hr","Cattle",7.3,7,"None",15.2,3.41,0.09,40
"036-1980",1980,"Late summer-autumn","Broadcast","None",0,"Deep > 12 hr","Cattle",7.3,7,"None",15.2,3.41,0.09,40
"071-1980",1980,"Late summer-autumn","Broadcast","Grass",10,"None","Pig",3.2,7.2,"None",15.2,3.41,0.09,31
"074-1980",1980,"Late summer-autumn","Broadcast","None",0,"None","Pig",3.2,7.2,"None",15.2,3.41,0.09,31
"282-1980",1980,"Late summer-autumn","Broadcast","None",0,"Shallow < 12 hr","Pig",3.2,7.2,"None",15.2,3.41,0.09,15
"283-1980",1980,"Late summer-autumn","Broadcast","None",0,"Shallow > 12 hr","Pig",3.2,7.2,"None",15.2,3.41,0.09,15
"072-1980",1980,"Late summer-autumn","Broadcast","None",0,"Deep < 12 hr","Pig",3.2,7.2,"None",15.2,3.41,0.09,10
"073-1980",1980,"Late summer-autumn","Broadcast","None",0,"Deep > 12 hr","Pig",3.2,7.2,"None",15.2,3.41,0.09,10
"108-1980",1980,"Late summer-autumn","Broadcast","Grass",10,"None","Digestate",5.1,7.9,"None",15.2,3.41,0.09,50
"111-1980",1980,"Late summer-autumn","Broadcast","None",0,"None","Digestate",5.1,7.9,"None",15.2,3.41,0.09,50
"302-1980",1980,"Late summer-autumn","Broadcast","None",0,"Shallow < 12 hr","Digestate",5.1,7.9,"None",15.2,3.41,0.09,32
"303-1980",1980,"Late summer-autumn","Broadcast","None",0,"Shallow > 12 hr","Digestate",5.1,7.9,"None",15.2,3.41,0.09,32
"109-1980",1980,"Late summer-autumn","Broadcast","None",0,"Deep < 12 hr","Digestate",5.1,7.9,"None",15.2,3.41,0.09,26
"110-1980",1980,"Late summer-autumn","Broadcast","None",0,"Deep > 12 hr","Digestate",5.1,7.9,"None",15.2,3.41,0.09,26
"025-1980",1980,"Autumn","Trailing hose","Grass",15,"None","Cattle",7.3,7,"None",13.6,3.45,0.09,35
"256-1980",1980,"Autumn","Trailing hose","None",0,"Shallow 24 hr","Cattle",7.3,7,"None",13.6,3.45,0.09,27
"257-1980",1980,"Autumn","Trailing hose","None",0,"Shallow 12 hr","Cattle",7.3,7,"None",13.6,3.45,0.09,22
"258-1980",1980,"Autumn","Trailing hose","None",0,"Shallow 6 hr","Cattle",7.3,7,"None",13.6,3.45,0.09,17
"259-1980",1980,"Autumn","Trailing hose","None",0,"Shallow 4 hr","Cattle",7.3,7,"None",13.6,3.45,0.09,15
"026-1980",1980,"Autumn","Trailing hose","None",0,"Deep 24 hr","Cattle",7.3,7,"None",13.6,3.45,0.09,25
"027-1980",1980,"Autumn","Trailing hose","None",0,"Deep 12 hr","Cattle",7.3,7,"None",13.6,3.45,0.09,17
"028-1980",1980,"Autumn","Trailing hose","None",0,"Deep 6 hr","Cattle",7.3,7,"None",13.6,3.45,0.09,11
"029-1980",1980,"Autumn","Trailing hose","None",0,"Deep 4 hr","Cattle",7.3,7,"None",13.6,3.45,0.09,8
"062-1980",1980,"Autumn","Trailing hose","Grass",15,"None","Pig",3.2,7.2,"None",13.6,3.45,0.09,14
"276-1980",1980,"Autumn","Trailing hose","None",0,"Shallow 24 hr","Pig",3.2,7.2,"None",13.6,3.45,0.09,9
